00014E71,"麥克邁納斯: 成功了！碉堡淨空！"
04715EBC,"俘獲敵軍坦克對於當時的德軍而言，是比自行製造昂貴且脆弱的 A7V 更可行的方案。到了 1918 年夏天，總共有 300 台被棄置或損毀的坦克，這些坦克都被運送到德軍戰線後方位於比利時的沙勒羅瓦進行修復與改裝。  比利時的 BAKP 20 德國工程師以及巴伐利亞陸軍的汽車作業員齊心合力，將先前製造火車頭的廠房改造成巨型坦克的工作坊。他們在那裡庫存了所有「被俘坦克 （Beutepanzer）」，這些工程人員不僅修復了俘獲的坦克，還翻修了坦克內部，並裝上德軍制式的通訊裝置、瞄準設備以及彈藥。  坦克上的火砲必須改裝為德軍用的口徑，通常是 57mm 坦克砲，用來裝載在 MArk IV 的「男性」版本上。"
04737E48,"德軍坦克工作坊"
047408C4," SENIOR IT SERVICE SPECIALIST"
047849CB,"BF4電擊器擊殺"
048582B5,"有人認為這是有史以來最好的手槍。"
04875E43,"唐森: 就在前方，駕駛。那座農場就是下一個目標！"
048F4876,"使用M40A5擊殺500人"
0494B278,"M40A5大師狗牌"
0499A19D,"開門"
049B1ED6,"ADDITIONAL DATA ENGINEER"
04A74119,"用醫療用針筒擊殺 5 名敵人"
04A7EBFA,"TC LOCALIZATION TESTING TEAM"
04AD8B8B,"愛德華: 是，長官。我會盡力而為。"
04AF7B5D,"用 SMG 08/18 進行 10 次擊殺"
04B02120,"索敵/快速訊息"
04B02121,"COMM選單 2"
04B29CB2,"蹲下（切換）"
04B37298,"愛德華: 遵命！"
04B67819,"退出並回到WINDOWS"
04BC80B7,"ANIMATION & CINEMATICS"
04C6E8C2,"取得醫護兵英勇勳章時的獎勵。"
04CC52C4,"醫護兵英勇勳章正面"
04CD4F1C,"讓 3 個小隊隊員重生"
04CF6985,"麥克邁納斯: 就是這樣！"
04D2B91E,"無線電信標重生勳帶"
04DA1ED4,"完成全部條件以獲得獎勵"
04DF88D6,"破門而入"
04E1B6E8,"比查特: 直接清掉了那座野戰砲！"
04E2FD83,"無法禁止該玩家。"
04EB59CC,"布萊克本: 但事實就是，塵埃落定之後，他們全都死光了，只有我成功從那個戰區中生還……"
04ECAF70,"ONLINE SERVICE OPERATIONS"
04EE4BD5,"劉將軍（原廠）小任務"
04F267A4,"LIGHTING ARTIST"
04F46226,"小隊修復中"
04F51A5B,"每個循環地圖的遊戲回合數。"
04F650FB,"布萊克本: 你也太多疑了吧，威利。有人這樣跟你說過嗎？！"
05008D59,"士兵自動傾身"
0504B701,"火與冰"
05080C31,"麥克邁納斯: 好了快點！進來這裡！"
050999B5,"ALL ORIGINAL MUSIC MIXED BY"
050AD978,"列車反坦克火砲"
050E5E01,"專與粉絲歡慶同樂的狗牌！"
0513C803,"玩家謝禮狗牌"
0515C80F,"盧卡: 我得找到馬提歐，雖然我根本不知道從何找起。"
0516177C,"勞倫斯: 鄂圖曼軍設立了一個荒僻的沙漠前哨基地。防守不算嚴密，但基地裡卻有許多武器與載具。"
0519E41B,"麥克邁納斯: 我就喜歡這樣！"
051AD8B4,"選擇小隊自訂顏色。"
051E118D,"使用UH-1Y毒液擊殺500人"
051EEE4D,"Veteran Soldier placeholder description text.VVVVV"
051EEE4E,"Veteran Guard placeholder description text.VVVVV"
051EEE4F,"Veteran Infantry placeholder description text.VVVVV"
051EEE50,"Veteran Cavalry placeholder description text.VVVVV"
051EF28E,"Greenhorn placeholder description text.VVVVV"
051EF28F,"Ruffian placeholder description text.VVVVV"
051EF6CF,"The Judge placeholder description text.VVVVV"
05237B8F,"UH-1Y毒液大師狗牌"
05297499," INTERNATIONAL PUBLISHING ORGANIZATION MARKETING"
052C23AE,"COMMANDER"
052D0332,"麥克邁納斯: 我還是看到很多德軍！快讓我對準他們，愛德華！"
052DB0FA,"代表蒙塞拉特島的狗牌"
0530D351,"篩選條件"
0532C322,"資料讀取中，請稍候…"
05331AFC,"蒙塞拉特島"
0533C33A,"勞倫斯: 進入目標車廂的唯一方式便是從車頂的座艙口進去。"
053647D0,"唐森: 快移動，好好瞄準那些野戰砲！"
05367978,"就緒"
053BB978,"麥克邁納斯: 就是這樣！穩住她！"
053CB01E,"開啟/關閉動態模糊。設定「開啟」後可能會降低效能。"
053F178E,"燃燒手榴彈"
053F5C70,"TIBURON ANIMATION SOFTWARE ENGINEER"
053F6C45," AI DESIGNERS"
053FCB23,"單人模式專屬狗牌"
054115FC,"飛高"
05412CA9,"["
05429211,"找出監獄下層"
0542A65F,"威爾森: 別浪費時間了，毀掉那些飛艇！"
0542A974,"成為英國皇家飛行隊的志願軍，爭奪空中的武力優勢。"
0543D3ED,"唐森: 睜大眼睛，幫我們看好路。我來開車。"
05442DF7,"目前地圖"
05453525,"一去不復返狗牌"
0548F89B,"使用全像瞄準器以獲得 2X 的放大效果。"
054B897E,"威爾森: 我看到他了！他在那邊。"
05513DCE,"配備一"
055622CE," CHARACTER ARTISTS"
055B8ACE,"這款衝鋒槍配備有腳架和加長彈匣，架設好後可提供出色的火力輸出，如果未架設好則不太穩定。"
055F443C,"該死的德國佬開始進攻了！我們必須堅守此處！"
05625191,"查看排行榜"
05632197,"麥克邁納斯: 在那座教堂，機槍在那裡！"
05655F9A,"載具碾殺"
056B6E18,"威爾森: 機槍……有任何動靜機槍手便會射擊……避開那些……探照燈……"
056F3757,"起源於俄羅斯的軍刀。常用於抵禦熊的攻擊。對付敵軍士兵也非常有效。"
05735383,"癱瘓 3 台履帶車"
0576EFA0,"用羅斯 MkIII 進行 20 次擊殺"
0577200F,"GLOBAL IT SENIOR DIRECTOR"
05795FA3,"啟用或停用再生生命值，使得醫療包成為重獲生命的唯一途徑。"
057E041A,"唐森: 老天啊……是 A7V！別打歪了，麥克邁納斯……"
05805701,"在同一回合中，進行 10 次小隊重新補給"
0582E7A7,"布萊克本: 我可需要擊殺多一點德國佬才能打破男爵的紀錄啊！"
058779A9,"75MM 空爆火砲"
05902AE9,"愛德華: 我想我辦到了！"
0592DD88,"持續蹲下"
05946D08,"切換上方顯示條中小隊清單選擇器。「永久顯示」代表就算隱藏上方顯示條，仍會顯示該小隊名單。"
0597C828,"透過遊戲選單追蹤你目前的分數。每次擊殺都可獲得分數，你可從特殊動作獲得額外加分，例如爆頭擊殺。"
0599B9EB,"唐森: 你來啦。"
05A1A6C3,"黃金戰鬥包"
05A5FD0C,"征服與突擊混搭的《重返卡肯》地圖。"
05A7B284,"完成小任務即可解開此狗牌"
05AA1F5D,"下 反制裝置"
05ABB2B7,"愛德華: 打得好，你毀掉履帶了！"
05ABC724,"滅火器"
05AD1C86,"初級船隻狗牌"
05AECA48,"現代武器為守軍提供了許多優勢，只要在碉堡中派駐一支機槍隊，或者讓精熟的步槍隊躲在堅固的掩護之後，就能輕鬆抵擋人數眾多的進攻軍隊。甚至只要一名狙擊手就能將整個連的軍隊困在難以翻越的地形邊。穿越法蘭德斯的泥地、攀爬多洛米蒂的陡峭山坡，或者深陷喀爾巴阡山脈的深厚積雪當中，這些地形都大大減緩勒進攻方的速度，並給予人數稀少的守軍集中火力的大好機會。在加里波利，協約國登陸隊就必須在敵方機槍與砲火之下穿過及膝的水窪。儘管當時鄂圖曼僅有數個連的守軍，進攻者還是無法越雷池一步。"
05B0E9D4,"山坡爭奪戰"
05B0F01C,"布丁"
05B20621,"彈藥盒"
05BB8E86,"用 Model 10-A 擊殺 100 人的獎勵。"
05C04A00,"GEWEHR M.95（步兵）"
05C0F888,"Model 10-A 背面"
05C1B6C9,"代表蓋亞納的狗牌"
05C36FD5,"用 C-93 手槍進行 10 次擊殺"
05C6548B,"檢視追蹤所有勳帶、勳章、小任務等獎勵。"
05C720CB,"蓋亞納"
05D1A4F3,"暗渡陳倉"
05D204F4,"麥克邁納斯: 記上這一個，芬奇！"
05D20F42,"維瑞希亞河"
05D218AE,"$XXX,XXX.XX"
05D4A837,"擊殺"
05D67E56,"代表臺灣的狗牌"
05DBE858,"臺灣"
05DC3C6A,"比查特: 媽的德軍的反抗挺猛的嘛！"
05DE0268,"管理操作士兵與載具時的按鍵與搖桿。"
05E49415,"<空白>"
05E50322,"在《以沙皇之名》地圖上進行 5 次索敵助攻"
05E657F3," RPM SERVICE MANAGEMENT"
05E8AAE1,"唐森: 反坦克步槍！"
05EADE6D,"勞倫斯: 你必須知道鄂圖曼軍會以牙還牙。"
05F20570,"贏得每個閃擊行動的獎勵"
05F76F72,"閃擊行動正面"
05F7DADD,"比查特: 出發吧菜鳥，我掩護好你了！"
05F929D0,"按住可臥倒"
05FA671A,"載具部署"
05FBC622,"勞倫斯: 你不但足智多謀，還很會在途中找尋所需的資源。"
05FE1FA0,"C 級飛船勤務之星"
05FE2076,"重型轟炸機勤務之星"
05FFE84B,"勞倫斯: 湊巧那列列車上居然載有記錄著通訊密碼的密碼書。"
060427CC,"攻擊坦克勤務動章"
0604A59A,"迫擊砲勤務之星"
060B95C5,"中央死角"
0616E9A1,"Tankgewehr M1918"
0619EC41,"唐森: 你知道你在幹嘛嗎？！"
061CF15E,"復原速率"
061F8D7F,"麥克邁納斯: 我們還要被打中幾次啊？"
0624A666,"摧毀目標數："
0627B8F2,"比查特: 農舍！野戰砲！"
062B0919,"是"
062BD83D,"你贏了一場任務"
062C23CD," LEAD WEAPON ARTIST"
062C6FF5,"麥克邁納斯: 穩住、穩住啊！"
062E8B8F,"卡帝亞據點"
063A9689,"撿起武器"
063CA1BB,"攻佔托爾 1917 年"
063F3683,"武器配件"
06483C4A,"啟動"
06507FE0,"透過戰鬥包取得"
06534330," VP HUMAN RESOURCES"
06552B2D,"戰術燈"
0655E9E2,"戰鬥包5狗牌"
0659C23D,"運河西岸"
065FCD52,"麥克邁納斯: 裝填中！"
065FCD53,"麥克邁納斯: 裝填中！"
065FCD54,"麥克邁納斯: 裝填中！"
065FCD55,"麥克邁納斯: 裝填中！"
065FCD56,"麥克邁納斯: 裝填中！"
065FCD57,"麥克邁納斯: 裝填中！"
0660E589,"為視角選擇自訂濾鏡。"
0660EC5F,"勳帶"
0662045C,"初來乍到"
0662045D,"保持專注"
0662045E,"晉升階級"
0662045F,"專家級"
06645670,"伺服器描述含有不雅文字。"
0667896E,"愛德華: 打爛他們，麥克邁納斯！"
066FCE77,"義大利在戰前一直是德意志與奧匈帝國的盟友，但他們卻在 1914 年戰爭爆發時聲稱此同盟僅是防禦同盟，義大利沒有義務加入侵略性戰爭。然而一年後，義大利加入協約國投入戰場，希望能奪回現在已是奧匈帝國一部份的義大利「失土」。  義大利戰線上有許多山峰，而在義大利戰線中的傷亡比率遠高於其他戰線，因為流彈會讓岩石變成致命的破片，會對雙眼與面部造成許多威脅。"
0670F34D,"{0:d}% 已完成"
0671EE03,"義大利王國"
06722A2D,"威爾森: 繼續射擊！"
06736542,"麥克邁納斯: 打爛他！"
06748A01,"上將 VII"
067672B7,"森林戰"
0677AF91,"此配置配有鏡片瞄具系統，並使用霰彈塊而非鹿彈，提升了準度與射程的同時，也犧牲了原始傷害量。"
067BD752,"方向鍵上"
067D1286,"隊友已設置炸彈！"
067DA82F,"狗牌救星"
067E99E4,"除掉指揮官"
0682CBF1,"選擇難度"
0683D37C,"使用PP-2000擊殺500人"
06893D7E,"PP-2000大師狗牌"
068CE5D4,"黑貝絲需要額外的零件才能再次運作。前往被佔領的區域，取回貝絲所需的零件。"
068DE34C,"手斧是實用的近戰武器。近距離使用它來進行近戰秒殺。"
0690D1CB,"加入我的最愛"
06A04FF2,"少校V"
06A64293,"在「海麗絲岬」中取得 10 次爆頭擊殺"
06AB3955,"奧圖城堡"
06AF9351,"已啟用頭部追蹤"
06B4F5D3,"唐森: 又少了座需要擔心的野戰砲了各位！"
06B55C3F,"飛船船體傷害"
06C144D5,"威爾森: 去你媽的！"
06C42921,"在中世紀用於擊穿護甲的釘頭錘。"
06C5931B,"用反坦克手榴彈造成 1000 點載具傷害"
06C5AD28,"自由觀看向右"
06CB53DE,"啟用傾身指示，讓你可以在掩蔽物後面窺視。"
06CF7373," CINEMATIC DIRECTORS"
06D11015,"DICE FROSTBITE2 TECHNICAL DIRECTOR"
06D161D3,"我方士兵透明度"
06D28554,"載具座位 1"
06D28555,"載具座位 2"
06D28556,"載具座位 3"
06D28557,"載具座位 4"
06D28558,"載具座位 5"
06D28559,"載具座位 6"
06D2855A,"載具座位 7"
06D2855B,"載具座位 8"
06D45EDD,"附加式裝甲"
06D62B14,"調整迷你地圖背景模糊下方世界的程度。"
06D6B2A2,"薩夫拉索瓦街"
06D92267,"威爾森: 快切換到火箭！那些裝甲車會把我們的轟炸機打成肉醬的！"
06DD9138,"唐森: 看來前方暢通了。我們要出發了。小心點。"
06DDC1DE,"已發現新炸彈"
06DFF47C,"唐森: 真高興看到你這麼苦幹實幹。"
06E2AFF3,"GEWEHR 98"
06E47117,"使用斥候精英擊殺500人"
06E5FEE9,"唐森: 拿出你的工具，把我們修好！"
06E756E8,"真可悲。"
06E93BF7,"查看遊戲製作群"
06E9DB19,"斥候精英大師狗牌"
06EB904F,"2 枚 115 公斤破壞彈"
06ED7953,"唐森: 野戰砲！快行動！"
06ED7FAE,"EA CERTIFICATION TECHNICAL OPERATIONS"
06F739F6,"顯示或隱藏所有畫面上的抬頭顯示元素。"
06F7C1F9,"無法建立任務"
06F87794,"碎酒瓶小任務"
06FC69BA,"在任何地圖上贏得一回合突襲"
070196F9,"麥克邁納斯: 左翼。被俘虜的坦克正開進鎮上。"
070DA938,"在前線模式中奪得 20 面旗幟"
0710DACE,"敵方機械巨獸傷害量"
0711F73E,"取得報告"
071A94BF,"比查特: 就緒。"
071B407B,"化學效應"
071C1163,"取得支援兵英勇勳章時的獎勵。"
071C3BA2,"唐森: 繼續行動！這裡已經搞定了各位！"
071D3CF9,"調整全地圖/火砲地圖背景模糊下方世界的程度。"
071D8771,"火箭彈"
071DB221,"反抗軍讓鄂圖曼均裝有密碼本的列車脫軌了。在鄂圖曼增援部隊到達前取回密碼本。"
071DDD6F," ASSOCIATE GAMES USER RESEARCHER SINGLEPLAYER"
07205A83,"唐森: 在這裡停車，協助我軍弟兄前進！"
07213EF4,"皇家旨意"
07213EF5,"皇家詔書"
07213EF6,"皇家旨令"
07213EF7,"皇家法規"
07214335,"單鍵步"
07214336,"亞美利哥"
07214776,"奧斯塔公爵"
07217B65,"支援兵英勇勳章正面"
072277BD,"進行 8 次重新補給"
0722D2AB,"金屬瞄具"
07240FBF,"找到懷特霍爾"
0725ADFA,"這套高級戰鬥包內含全新高級版專屬軍刀！"
0727E1BF,"彈藥勳帶"
07298238,"阿拉伯語"
0729B8B6,"用 M1903 步槍進行 10 次擊殺"
072A7008,"全自動射擊"
072B9CF4,"進行突擊兵種專屬任務。"
072F4775,"完成全部條件以獲得獎勵"
073106F6,"鋼鐵之星勳章"
0732FE61,"唐森: 摧毀所有看到的德軍載具！"
07334D84,"無手榴彈"
0734B177,"支援支援兵"
073567AC,"VOICE OVER DESIGNERS"
07362840,"調查後方司令部"
07387199,"唐森: 讓他們見識見識貝絲的能耐！"
073D12E2,"唐森: 愛德華，你還真他媽的招惹了蜂窩啊。拿好槍全速衝刺。帶我們離開這裡。"
073FC104,"部署；重生"
0741F46B,"唐森: 聽著，如果裡面有火砲，就會很危險，我的耳朵也會聾掉。"
0744364D,"德國佬幹掉他了！"
0744FBC4," COMPOSITING"
074515DA," COMPOSITORS"
07498080,"進一步調整士兵名稱透明度。與友軍/敵軍士兵透明度疊加。"
074CE9CC,"威爾森:"
0753C39D,"在察里津贏得 1 場遊戲"
075A5942,"已守住前線"
075AB67C,"我們已經做好長期抗戰的準備了，士兵與補給從歐洲各地以火車運來。"
075AB67D,"我們正在不斷推進，越來越深入，佔領了一條一條的鐵路。我們就是刺入法國心臟的利刃。"
075AB67E,"我們會將這個國家開膛破肚，並讓她流血至死。"
075AB67F,"他們為這次攻勢取了一個代號：審判。"
075AB680,"我知道這次戰役將會一舉終結這場慘烈的戰爭。"
075D6692,"勞倫斯: 一旦取得第一個訊息囊後，便可寄送第一封待命命令。"
0761B3B2,""
0764D909,"回合結束"
076C4323,"最佳突擊兵"
0774E052,"戰鬥包"
0787A5E5,"威爾森: 喂，帶我們回去！"
078B971D,"愛德華: 他有手榴彈！"
0790A785,"遊戲模式訊息"
0791666C,"摧毀敵軍飛艇"
0791E7CB,"唐森: 就是那座橋，快點通過！"
0794BE60,"推薦的難度等級："
0794F3C4,"單人模式專屬狗牌"
07989E7A,"遭受砲火攻擊"
0799395C,"沒有套件"
079A5DC6,"一人暴動狗牌"
079AFB64,"進入"
079BD1B2,"迫擊砲"
079F2467,"提升持續射擊下的彈匣容量與準度"
07A4956F,"比查特: 消滅那個步槍兵！"
07A4EA50," GLOBAL ANALYTICS"
07A91BA0,"唐森: 人海戰術！攔截他們！"
07ABE96B,"平手"
07B05D38,"窺視瞄具"
07B5399D,"比查特: 機槍在教堂裡！"
07B7D555,"找出砲擊的源頭，然後射擊！"
07BC7704,"S"
07C00E3F,"RNAS 裝甲車"
07C02F9D,"一台作戰中的坦克通常有 5 到 12 名乘員（A7V 型的坦克則可搭載多達 20 名乘員），坦克車上的每個人都各司其職。裡頭有一名指揮官，至少一名駕駛，一名觀察員，一名主砲手和一名機槍手。坦克內溫度很高，乘員在坦克內都呼吸著有毒煙霧、燃燒汽油的廢氣和一氧化碳，極度缺乏新鮮空氣。坦克車換檔的聲音非常大，乘員飽受巨響的折磨，車內溫度甚至高達攝氏 40 度。坦克乘員都要戴上鎖鏈面具，在穿甲彈或爆炸性武器鑿穿坦克鋼板時，可以保護他們不會被碎片擊傷。早期的坦克相對來說比較脆弱，一旦遭受破壞，車上的乘員基本上都會受困，無法逃脫。"
07C24F29,"一次大戰中的坦克乘員"
07C60D9F,"隨著戰事推進，飛機設計方面的演進也十分快速。1915 年的新潮飛機設計，到了 1917 年可能就成為負擔。Salmson 2 是在戰爭爆發後才開始開發。首款飛機於 1918 年 4 月出爐，並且總共製造了 3200 架。這款飛機能夠乘載兩個飛行員、數挺機槍以及無線設備，這款飛機的最高時速為 187kph （116mph）。  這款戰機在 1918 年被 USAS，也就是美國空軍所廣泛使用。"
