00044741,"無法連上《戰地風雲》的伺服器，無法取得伺服器資訊。請稍後再試。"
53955CD6,"M249勤務之星"
53955E9E,"LSAT勤務之星"
539560CC,"M320高爆勤務之星"
539564F2,"M416勤務之星"
539566FD,"M4A勤務之星"
53957B2A,"M98B勤務之星"
5395C217,"V40 MINI勤務之星"
539701B4,"P226勤務之星"
53975327,"PDW-R防衛槍勤務之星"
53989CCA,"RPG-7V2勤務之星"
53991777,"M2地雷勤務之星"
53991BC2,"MK153肩射多用途攻擊武器勤務之星"
53993107,"FGM-172 SRAW勤務之星"
539940E4,"SV-98勤務之星"
5399BB10,"U-100 MK5勤務之星"
539A3655,"UMP-9勤務之星"
539A8CB3,"[BF1]中校V | [BF4]少校IV"
539BD796,"XM25勤務之星"
53ACE9F7,"邀請"
53B44D00,"幫美國瓦爾基麗號擺脫敵軍。"
53B67350,"左/右 視點"
53D301F3,"代表安圭拉的狗牌"
53D86BF5,"安圭拉"
53F19567,"NARRATIVE PRODUCER"
54079AA4,"抵達機場"
54202B12,"音量減小"
54259E9E,"指揮官勤務之星"
542C4A81,"頭戴式耳機"
5432729C,"]"
543AB581,"DICE LEAD AI SOFTWARE ENGINEER"
544F1BCC,"開往美國泰坦號，並在船的周圍搜索入口。"
54520967,"影像導引飛彈"
546254AE,"DIRECTOR OF PRODUCTION"
546F36EA,"使用PP-2000擊殺100人"
548DAE5D,"重新部署"
548F3085,"單人模式專屬狗牌"
5491EBB8,"JUNIOR SOFTWARE ENGINEERS"
54949A87,"破壞狂狗牌"
54AB7F39,"龜殺手狗牌"
54C281F2,"打開艙門"
54CBCB82,"[BF1]青銅戰鬥包內含 3 個物品，包括： －至少 2 項標準物品 －1 項獎勵物品，有少許機會獲得進階物品 | [BF4]青銅戰鬥包內含3個項目，包括： －至少2項標準項目 －1項獎勵物品，有少許機會獲得進階項目"
54DEBA18,"PVT JACK CHAFFIN"
54E2AC84,"GO GO GO"
54EEAD7D,"最佳偵察兵"
54F317D6,"安裝"
54FE6184,"重生信標獎勵"
5525E3B8,"代表土庫曼斯的狗牌"
552B4DBA,"土庫曼斯"
55302F67,"搭載2座側載迷你砲和可多容納2名乘客空間的空中運輸載具。乘客可使用套件武器和配備。"
554FE6AF,"部署紅外線煙幕"
5569A2E1,"微型無人偵察機"
5594B2E1,"ACE 52 CQB戰鬥包"
5596B1E1,"直升機"
55C225CE,"海軍風暴"
55C70D61,"利用索敵功能標記敵人。敵人頭上將會顯示標記圖示，更容易辨識。"
55EFB554,"[BF1]中校VI | [BF4]少校V"
55FC7C55,"老鳥戰鬥包"
55FE9AB1,"[BF1]搖桿靈敏度 | [BF4]戰士搖桿靈敏度"
560447B6,"部署排爆機器人"
5618E8F4,"DANGER CLOSE SOFTWARE ENGINEER"
56282A94,"代表南極的狗牌"
562D9496,"南極"
5635A339,"建立小隊"
563AC9CF,"代表吉爾吉斯的狗牌"
564033D1,"吉爾吉斯"
564531A1,"[BF1]衝擊手榴彈 | [BF4]RGO手榴彈"
56787806,"[BF1]你取得一個蒐集品 | [BF4]你撿起一個蒐集品"
567B2AA7,"[BF1]您必須先連上 EA Online 才能使用線上遊戲功能。是否要馬上連接 EA Online？ | [BF4]你必須先連上EA Online才能使用線上遊戲功能。是否要馬上連接EA Online？"
567BCEE5,"伺服器狀態：排名"
569B022A,"優秀"
56ADFA43,"檢視並裝備狗牌。"
56B79262,"[BF1]離開等待佇列 | [BF4]離開佇列"
56C20049,"巡弋飛彈摧毀"
56C756DF,"EA QA OTG TEST LEADS"
56D133F2,"[BF1]四支小隊互相戰鬥 | [BF4]4支小隊互相戰鬥"
56E45926,"單人模式專屬狗牌"
56E673D6,"下一首"
56E9C328,"逆流而上狗牌"
56EF962A,"DIRECTOR OF PRODUCT DEVELOPMENT"
56FC7183,"PLR GENERAL"
5700A7DA,"小心坦克狗牌"
5707EDAD,"地圖循環類型：排名"
5716456D,"[BF1]12 口徑 | [BF4]12口徑"
57286F1C,"[BF1]伺服器已達其 VIP 名單上限。 | [BF4]伺服器已達其VIP名單上限。"
573146FD,"TECHNICAL ANIMATION DIRECTOR"
5738103F,"SOLOMON"
574271F1,"BATTLELOG任務"
5748FCAD,"此儲存資料是由另外一位使用者建立，因此無法載入。儲存資料將被覆寫。"
574AD777,"[BF1]遊戲等待佇列 | [BF4]遊戲佇列"
574FD686,"選擇從地圖循環移除的地圖。"
575FA204,"爆破"
57629139,"已結束"
57639800,"近距離步兵作戰、無法重新部署、無載具。攻守雙方以數回快速回合一決勝負。"
57745158,"全收束器"
577B0C59,"代表特克斯與凱科斯群島的狗牌"
5780765B,"特克斯與凱科斯群島"
5783171A,"保持"
57854995,"遺失"
578A4282,"跟叛軍領袖談話"
57A204B0,"水面上有浮標。射擊它們來練習技巧。"
57A8CB10,"[BF1]撞擊引爆手榴彈勤務之星 | [BF4]RGO手榴彈勤務之星"
57B13B5E,"武器戰鬥包"
57B7D5B1,"BUSINESS ANALYTICS TEAM"
57C257F5,"GLOBAL IT SYSTEM ENGINEER"
57DA0420,"[BF1]設定是否在使用網路通話時降低遊戲音量。 | [BF4]調整是否在使用網絡通話時降低遊戲音量。"
57DD6828,"93R勤務之星"
57DD8AD5,"A-91勤務之星"
57DD8D2B,"AK 5C勤務之星"
57DD8E6C,"反坦克地雷勤務之星"
57DD8E87,"AUG A3勤務之星"
57DD979A,"CZ-3A1勤務之星"
57DDA246,"FIM-92刺針飛彈勤務之星"
57DDA35A,"G18勤務之星"
57DDB479,"JS2勤務之星"
57DDBACE,"反坦克導彈勤務之星"
57DDBCDE,"M16A4勤務之星"
57DDBDC1,"M82A3勤務之星"
57DDBFB2,"MG4勤務之星"
57DDBFCA,"M32多發榴彈發射器勤務之星"
57DDC1E3,"MX4勤務之星"
57DDCAA3,"P90勤務之星"
57DDD268,"92式手槍勤務之星"
57DDD4E4,"RFB勤務之星"
57DDD9DB,"SKS勤務之星"
57DDE353,"USAS-12勤務之星"
57F2D425,"搭載重型武器並可容納3名機槍手位置的空中武器平台。"
58087727,"離開學校然後等待撤離指令。"
5811992E,"VEHICLE ARTIST"
581D4529,"[BF1]物品分類 | [BF4]項目分類"
5824193C,"870 MCS武器戰鬥包內含四個項目。每一包會給你幾個870 MCS專用附掛，直到你解鎖了全部。"
584490EF,"[BF1]已收到指令 | [BF4]收到指令"
5844DDF5,"[BF1]中校VII | [BF4]中校"
5852701E,"DICE SENIOR COMMUNICATIONS MANAGER"
5854D6ED,"戰地風雲4"
585ADE0D,"搜索環境找尋更多狗牌。你可以利用它們自訂你在多人模式下的外觀。"
586E9649,"[BF1]卡賓槍 | [BF4]卡賓步槍"
58728CBA,"今天"
5877B230,"車庫"
587D5335,"代表安提瓜和巴布達的狗牌"
5882BD37,"安提瓜和巴布達"
588FF270,"代表寮國的狗牌"
58955C72,"寮國"
589A3EC8,"搭載專門對付地面攻擊的武器的飛機。"
58A0BF2B,"帶航程紀錄器返回美國瓦爾基麗號。"
58B5A027,"PRODUCER & LEAD SOFTWARE ENGINEER"
58C49018,"無法將玩家禁玩"
58D4F172,"遊戲暫停"
58E05EFC,"在一回合內取得最高載具摧毀數"
58FB0EE5,"離線"
5908BA96,"別光坐著等《再次進擊》"
590FB170,"EA GLOBAL LABEL OPERATIONS"
59163EEB,"密碼太短"
59197164,"水上載具目標"
593981C7,"單人模式專屬狗牌"
593EEBC9,"裝甲縱隊狗牌"
594B2653,"最熱門的征服地圖。"
594C1E6C,"滅火器"
594F50C4,"設定檔儲存資料"
5954FB82,"空降補給"
5955D07B,"花冠狗牌"
598256D4,"[BF1]ID_M_QUICKMATCH_RUSH_HINTVVVVV | [BF4]ID_M_QUICKMATCH_RUSH_HINTVVVVVVVVVV"
5985D1EE,"STUDIO OPERATIONS DIRECTOR"
59A04049,"沒有可下載內容"
59A0BF66,"沒有可下載內容"
59A8B91E,"[BF1]縮放 | [BF4]自由觀看 (按住)"
59BBE8D9,"爆破"
59BBFC24,"PROJECT LEAD"
59DA33BA,"隊伍"
59DA33BB,"炸彈"
59DA33BC,"敵人"
59DA33BD,"搶下炸彈"
59DA33BE,"在敵方目標處設置"
59DA33BF,"引爆即可得分"
59DA33C0,"新炸彈出現"
59DA33C1,"保衛你隊伍的目標"
59DB888A,"[BF1]噴射機搖桿 | [BF4]噴射機搖桿配置"
59E35EA2,"警告"
5A059D3D,"自訂"
5A16453D,"找不到伺服器主機。"
5A2449DA,"使用M18闊刀地雷擊殺100人"
5A262C7F,"無地圖極難"
5A334F4F,"[BF1]已協助炸彈設置 | [BF4]協助炸彈設置"
5A33EC4F,"以CS-LR4擊殺500人"
5A386396,"遠程"
5A395651,"CS-LR4大師狗牌"
5A542EFA,"自動"
5A5BC949,"畫面放大時，你目前視角之外的重要軍備將迅速調整至畫面邊緣。"
5A74190F,"你已被管理員踢出。"
5A8D7D33,"M26附掛勤務之星"
5A93FB5B,"使用斥候精英擊殺100人"
5A9A0696,"[BF1]中校VIII | [BF4]中校II"
5A9EF2B9,"隱形噴射機"
5AB56B0D,"必須先安裝此內容以確保最佳效果和遊戲體驗才能玩《戰地風雲4》。此安裝動作需要Xbox 360 硬碟和2GB可用儲存空間。"
5ABD5335,"俄軍前鋒部署"
5AC0AFF9,"前鋒部署"
5ADE218B,"無法讀取資料。"
5AE51B11,"代表拉脫維亞的狗牌"
5AEA8513,"拉脫維亞"
5AEF7A9F,"離開船隻"
5B20183E,"右側狗牌"
5B2436DE,"確認即可建立任務並寄發邀請給你所選擇的好友。"
5B3CFA16,"遊戲已更新，要讓這些更新生效，需重新啟動遊戲。是否現在重新啟動遊戲？"
5B55B39D,"戰鬥機"
5B777F82,"使用SPAS-12擊殺100人"
5B782E59,"AC-130 空中砲艇"
5B8EAA68,"單人模式專屬狗牌"
5B94146A,"戰艦保衛者狗牌"
5BA07146,"彈匣大小"
5BA2FAAC,"完成揭開序幕"
5BAAF91C,"暴龍狗牌"
5BADB6EC,"守"
5BB3E86D,"B"
5BB5132D,"完成越獄風雲"
5BC6AAF3,"使用MK11 MOD 0擊殺500人"
5BC72BAE,"完成突破重圍"
5BCA04A9,"日語"
5BCC14F5,"MK11 MOD 0大師狗牌"
5BD9442F,"做出最後決定"
5BEB5CB0,"做出最後決定"
5BEC7DBA,"COMPACT 45勤務之星"
5BFC43D6,"請重新連接Xbox 360控制器。"
5BFCC2F3,"重新連接控制器"
5BFD7531,"做出最後決定"
5BFF0368,"互動"
5C065CC5,"無排名伺服器"
5C0CD614,"加里森把自己關在駕駛艙。得讓他知道船已經獲救。"
5C0F8DB2,"在揭開序幕得到1500分"
5C1119BE,"使用高機動砲兵火箭系統擊殺500人"
5C1218E5,"每次擊殺均消耗敵人兵力值"
5C121B86,"說明"
5C1683C0,"高機動砲兵火箭系統大師狗牌"
5C1826BA,"QA PROJECT MANAGER"
5C1A1A87,"隊伍顏色"
5C1A4A1C,"達到分數"
5C21A633,"在揭開序幕得到4000分"
5C33BEB4,"在揭開序幕得到6000分"
5C46DDC4,"選擇《戰地風雲4》專屬伺服器所在位置，選擇後將無法再作更改。"
5C502ED3,"[BF1]移動間諜飛艇 | [BF4]掃描無人機"
5C76EFEC,"限《正面交鋒》"
5C77E4C2,"DIRECT3D 11"
5C83D4E9,"? ? ? ? ? ? ? ? ? á ? é ? í ? ó ? ú ? à ? è ? ì ? ò ? ù ? ü ? ? ? ě ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ń ó ? ? ?"
5C842284,"租用伺服器，想怎麼玩就怎麼玩。"
5C85DAF0,"FROSTBITE TEAM"
5C8A1FB2,"M320 3GL勤務之星"
5C8A8BF5,"M320 LVG勤務之星"
5C8AA7EE,"M320 SHG勤務之星"
5C9B22ED,"GOS OPERATIONS SOFTWARE ENGINEERS"
5CA36BC4,"已中斷"
5CB0F1EA,"你若進一步放大，將轉入戰場自上而下的即時視角。"
5CB6ECFD,"敵方掃描步兵"
5CB88834,"EA DIGITAL PLATFORM INFRASTRUCTURE AND OPERATIONS"
5CC27810,"[BF1]感謝您來玩《戰地風雲4》！請享受這套由DICE贊助的黃金戰鬥包！ | [BF4]感謝你來玩《戰地風雲4》！請享受這套由DICE贊助的黃金戰鬥包！"
5CD62A52,"[BF1]開啟抬頭顯示上的填補彈藥提示。 | [BF4]開啟畫面上的填補彈藥提示。"
5CEF2F37,"[BF1]中校IX | [BF4]中校III"
5CF1656E,"已檢舉圖章"
5D019D80,"有些空中部隊將為你提供即時空拍影像。"
5D0AE705,"高級火線救援狗牌"
5D14838A,"已租用伺服器"
5D18F048,"DICE BACK OFFICE"
5D2961D3,"剎車/倒退"
5D2AA445,"使用工程部隊擊殺500人"
5D2B1413,"ASSISTANT ART DIRECTOR"
5D300E47,"工程兵大師狗牌"
5D3A43B2,"代表黎巴嫩的狗牌"
5D3B7BE7,"蹲下（切換）/臥倒（按住）"
5D3FADB4,"黎巴嫩"
5D4FC847,"大型征服"
5D548CC1,"[BF1]快速訊息 | [BF4]通訊選單"
5D595F0B,"玩家體驗"
5D5B68FE,"新增組態"
5D6A29F8,"西班牙語"
5D80D1C8,"[BF1]在官方伺服器上可將獎勵、分數、解鎖納入玩家職涯等級。玩家可以透過快速配對加入。 | [BF4]在官方伺服器上可將獎勵、分數、解鎖納入玩家職涯等級。玩家可以透過快速遊戲加入。"
5D8313BC,"[BF1]有包含並可顯示登錄進度和統計資料的伺服器，並允許進行快速配對的玩家使用。 | [BF4]有包含並可顯示登錄進度和統計資料的伺服器，並允許進行快速遊戲的玩家使用。"
5D8CF20D,"從空中索敵。動作感測器在控制微型無人偵察機時啟用。"
5D8D0029,"放大目標後為引導導彈進行雷射鎖定。繼續瞄準目標來保持鎖定。"
5DA5C70A,"私人"
5DBC3C2C,"870 MCS勤務之星"
5DC3B306,"[BF1]攻擊方 | [BF4]攻方"
5DC9A8F5,"GLOBAL IT SENIOR MANAGER MANAGED HOSTING"
5DD77948,"[BF1]您早就準備好玩《戰地風雲4》 | [BF4]你早就準備好玩《戰地風雲4》"
5DDCE34A,"準備好了狗牌"
5DE60ACC,"在上海突圍得到3000分"
5DE685A1,"[BF1]已阻止連續擊殺 | [BF4]阻止連續擊殺"
5DF8234D,"在上海突圍得到7000分"
5DFA0E18,"策略視角"
5E0021BD,"標記目標狗牌"
5E0A3BCE,"在上海突圍得到10000分"
5E11A809,"嘗試次數"
5E1BD394,"使用SKS擊殺500人"
5E1C544F,"在怒海爭鋒得到4000分"
5E213D96,"SKS大師狗牌"
5E221946,"向上俯仰"
5E256C56,"無法新增玩家。"
5E26F4D2,"臥倒"
5E2B95A9,"色盲"
5E2E6CD0,"在怒海爭鋒得到6000分"
5E3A3079,"升級"
5E408551,"在怒海爭鋒得到10000分"
5E47A75E,"EA ROMANIA QA TESTERS"
5E4FD483,"團隊死鬥"
5E529DD2,"在颶風攔截得到11000分"
5E57A853,"玩家被禁玩前的踢出次數"
5E5C766A,"部署M15反坦克地雷"
5E64B653,"在颶風攔截得到15000分"
5E66425F,"解開小任務即可解開這種狗牌"
5E691212,"IMAGINATION STUDIOS"
5E6BAC61,"隱匿暗殺狗牌"
5E6D0036,"指揮官申請已逾時。請再試一次。"
5E76CED4,"在颶風攔截得到19000分"
5E7783BA,"使用88式輕機槍擊殺100人"
5E7A846C,"[BF1]伺服器名稱至少要有 3 個字元。 | [BF4]伺服器名稱至少要有3個字元。"
5E7F2DE7,"DIRECTORS"
5E8015DC,"使用小隊軍備"
5E811CB9,"少將"
5E821277,"DICE DIRECTORS OF PRODUCTION DEVELOPMENT"
5E859913,"BUSINESS AFFAIRS AND DEVELOPMENT"
5E88E755,"在越獄風雲得到5000分"
5E900816,"使用ACE 23擊殺100人"
5E94AF0C,"使用AKU-12擊殺100人"
5EAC146D,"[BF1]間諜飛艇臨空 | [BF4]掃描空中無人機"
5EB25E23,"透過部署畫面繼續自訂裝備並配備其他武器。"
5EB3C597,"使用CBJ-MS擊殺100人"
5EBD2110,"使用CS-LR4擊殺100人"
5EC09E42,"使用CZ-805擊殺100人"
5EC60D67,"使用DBV-12擊殺100人"
5EE98DF0,"使用FAMAS擊殺100人"
5EF27C8D,"SR TECHNICAL ACCOUNT MANAGER"
5EF7C507,"選擇軍備"
5F06B54B,"載具等級："
5F0A25CD,"[BF1]你的隊伍戰敗 | [BF4]你的隊伍敗北"
5F0ECD26,"使用93R擊殺100人"
5F0EEFD3,"使用A-91擊殺100人"
5F0EF229,"使用AK 5C擊殺100人"
5F0EF36A,"[BF1]用反坦克地雷取得 100 個擊殺數 | [BF4]使用反坦克地雷擊殺100人"
5F0EF385,"使用AUG A3擊殺100人"
5F0EFC98,"使用CZ-3A1擊殺100人"
5F0F0744,"使用FIM-92刺針飛彈擊殺100人"
5F0F0858,"使用G18擊殺100人"
5F0F1977,"使用JS2擊殺100人"
5F0F1FCC,"使用反坦克導彈擊殺100人"
5F0F21DC,"以M16A4擊殺100人"
5F0F22BF,"使用M82A3擊殺100人"
5F0F24B0,"使用MG4擊殺100人"
5F0F24C8,"使用M32多發榴彈發射器擊殺100人"
5F0F26E1,"使用MX4擊殺100人"
5F0F2FA1,"使用P90擊殺100人"
5F0F3766,"使用92式手槍擊殺100人"
5F0F39E2,"使用RFB擊殺100人"
5F0F3ED9,"使用SKS擊殺100人"
5F0F4851,"使用USAS 12擊殺100人"
5F342590,"[BF1]政府大樓 | [BF4]廣場"
5F38F630,"使用JNG-90擊殺100人"
5F3A1525,"撤銷賽前準備完畢"
5F4457D8,"[BF1]中校X | [BF4]中校IV"
5F4B18F5,"使用軍刀擊殺100人"
5F5EF5DB,"使用M1014擊殺100人"
5F5F1170,"使用M16A4擊殺100人"
5F5F1C21,"使用M1911擊殺100人"
5F5F932D,"使用M240B擊殺100人"
5F609D0F,"使用M40A5擊殺100人"
5F60A14C,"使用M4擊殺100人"
5F68FCD6,"[BF1]減少彈丸分布區域，提升遠距離的威脅度。 | [BF4]將噴散範圍大幅緊縮以改善準度，但同時也影響穩定性和腰射表現。不建議搭配重彈頭使用。"
5F6ECF97,"Axe黃金戰鬥包"
5F6EE6B2,"[BF1]VIP 黃金戰鬥包 | [BF4]VIP黃金戰鬥包"
5F700700,"使用MP443擊殺100人"
5F7BC96E,"完成獎勵"
5F7CB9DD,"解析度比例"
5F83CE97,"武器"
5F8F6C53,"代表賴索托的狗牌"
5F90CFD6,"全螢幕解析度"
5F94D655,"賴索托"
5F9D768E,"使用RGO手榴彈擊殺100人"
5FA5E616,"[BF1]請輸入該伺服器的密碼。密碼必須介於 6 至 8 個字元。 | [BF4]請輸入該伺服器的密碼。密碼必須介於6至8個字元。"
5FB0F7EB,"使用95式班用機槍擊殺100人"
5FB13F17,"使用QBS09式軍用霰彈槍擊殺100人"
5FB148A0,"使用88式狙擊步槍擊殺100人"
5FB15E03,"使用95-1式自動步槍擊殺100人"
5FBF6E78,"[BF1]迫擊砲（空爆） | [BF4]M224迫擊砲"
5FCAE2F8,"使用RPK-12擊殺100人"
5FD45931,"伺服器訊息含有不雅文字。"
5FD4CE0C,"語音辨識讓你透過說出指令進行動作。"
5FD4DFB1,"使用SAR-21擊殺100人"
5FD5B459,"使用SCAR-H擊殺100人"
5FD7AEFF,"使用SG553擊殺100人"
5FDE32A6,"使用SRR-61擊殺100人"
5FE027F8,"使用SVD-12擊殺100人"
5FE3A5A6,"[BF1]ID_M_GAMEMODE_TUTORIALMPVVVVVVVVVV | [BF4]"
5FE9CD12,"[BF1]您新增的最愛伺服器數量已達上限（{0:d}）。請先刪除列表中的伺服器後再新增。 | [BF4]你新增的偏好伺服器數量已達上限（{0:d}）。請先刪除列表中的伺服器後再新增。"
5FFF9D03,"使用UMP-45擊殺100人"
6003800A,"使用UTS 15擊殺100人"
601EA821,"選擇地圖加入地圖循環。"
6020EE9F,"達到分數"
60272BBB,"[BF1]BF4 | [BF4]戰地風雲4"
602CA1E9,"粉絲製狗牌"
60320BEB,"粉絲製狗牌"
6032DD37,"無邊界"
603B336D,"在越獄風雲得到7000分"
604CC502,"伺服器搜尋失敗"
604D4BEE,"在越獄風雲得到11000分"
605100D5,"使用LAV-25裝甲車擊殺500人"
60566AD7,"[BF1]LAV-25裝甲車大師狗牌 | [BF4]LAV-25大師狗牌"
605F646F,"在突破重圍得到5000分"
60603721,"前進"
6069024A,"COMPACT 45武器戰鬥包內含四個項目。每一包會給你幾個COMPACT 45專用附掛，直到你解鎖了全部。"
6070FC35,"使用88式狙擊步槍擊殺500人"
60717CF0,"在突破重圍得到10000分"
60766637,"[BF1]88式狙擊步槍大師狗牌 | [BF4]QBU-88大師狗牌"
60839571,"在突破重圍得到14000分"
6088A96C,"德國"
6095ADF2,"在運河終幕得到3000分"
609A46DE,"正在儲存玩家檔案資料，請不要關閉你的Xbox 360主機。"
60A08D0C,"FINANCE"
60A409C7,"接受"
60A7C673,"在運河終幕得到4000分"
60B9DEF4,"在運河終幕得到5000分"
60BB6B00,"解開小任務即可解開這種狗牌"
60BDBB57,"殲滅"
60C0D502,"近戰專家狗牌"
60C1B153,"中等規模戰爭場面。兩隊爭奪一枚炸彈，必須將其在敵方目標引爆。"
60C1FA83,"征服"
60C1FC94,"小隊突襲"
60C2028B,"拒絕"
60C3B4CC,"其他"
60C70538,"法語"
60CE16D5,"工程兵勤務之星"
60D0CAAF,"[BF1]團隊死鬥行動 | [BF4]死鬥行動"
60D39414,"無線電信標"
60D4D485,"[BF1]沒有登入就無法儲存進度。 您要現在登入嗎？選擇 [是] 可登入，選擇 [否] 可繼續執行而不儲存。 | [BF4]沒有登入就無法儲存進度。 你要現在登入嗎？選擇 [是] 可登入，選擇 [否] 可繼續執行而不儲存。"
60D6455A,"[BF1]少將 II | [BF4]少將II"
60D6E060,"{0:d}天前"
60DFB455,"拒絕命令"
60E1FC9A,"步槍專家"
60E29B1B,"PHYSICS"
60E7EB66,"自殺攻擊"
60ECDEB4,"小隊名單部署"
60F79110,"目前系統狀態佳。無已知問題。"
60FC3156,"[BF1]遊戲輔助瞄準。 | [BF4]選擇是否要在使用步兵武器瞄準時立即對準最近的敵方目標。"
610134C8,"巴庫垂釣"
610134C9,"狼披羊皮"
610134CA,"巨神隕落"
610134CB,"不畏風雨"
610134CC,"絕命破曉"
610134CD,"洪水來臨"
610134CE,"日出開火"
610134CF,"鄧恩的驕傲"
610134D0,"一人暴動"
610134E8,"恐怖深淵"
610134E9,"風雨使者"
610134EA,"戰士"
610134EB,"爆破專家"
610134EC,"艦隊守護神"
610134ED,"魚"
610134EE,"狼"
610134EF,"墓碑"
610134F0,"偵察"
610134F1,"身負重擔"
61013509,"全副武裝"
6101350A,"意外發現"
6101350B,"本來是快到了…"
6101350C,"隨便四周看看"
6101350D,"搜了一下"
6101350E,"仔細搜索"
6101350F,"地毯搜索"
61013510,"全方位搜索"
61013511,"精密策劃"
61013512,"拖吊車"
6101352A,"致命快艇"
6101352B,"戰龜"
6101352C,"刺激2013"
6101352D,"入侵者"
6101352E,"為了墓碑小隊"
6101352F,"為了人民"
61013530,"為了理想"
61013531,"耐心是種美德"
6115D272,"BATTLELOG"
6116D430,"[BF1]解鎖 | [BF4]已購買"
6122098D,"開火"
612F463E,"[BF1]VIP 玩家失敗 | [BF4]VIP玩家失敗"
613EF350,"[BF1]第 1 隊部署 | [BF4]第1隊部署"
6166CA57,"你沒在排行榜上。"
616C2B69,"[BF1]設定網路通話的音量。 | [BF4]網路通話的音量。"
6181863F,"UI ARTISTS"
6181E789,"輔助"
61820ECB,"連接上排爆機器人"
6199DAF4,"EA GLOBAL IT SENIOR DIRECTOR"
61A161FB,"使用反地雷車擊殺500人"
61A6CBFD,"[BF1]反地雷車大師狗牌 | [BF4]MRAP大師狗牌"
61B18152,"軍備"
61CE2394,"NARRATIVE DESIGNER"
61E494F4,"代表賴比瑞亞的狗牌"
61E9FEF6,"賴比瑞亞"
61EC213D,"不用鎖定就可發射。智慧型導彈會在飛行時自動鎖定並攻擊載具。可鎖定指定目標來發射後不理射導彈。"
61F89E76,"任務失敗"
62052E1D,"回合數"
620D10D9,"獎勵"
62209814,"無法加入伺服器，伺服器目前處於無法加入的狀態，可能在載入地圖或關機中。"
62380BBC,"德語"
6239CA2A,"塗裝"
623BFA3C,"小隊死鬥"
623FF038,"近距離步兵作戰。你的小隊與另外三支小隊爭戰。由擊殺數最高的小隊獲勝。"
625A9BEB,"瞄準"
625AC12C,"干擾設備"
625AF241,"使用"
625B0105,"偏擺"
62789AC3,"代表衣索匹亞的狗牌"
627E04C5,"衣索匹亞"
6281CA8A,"粉絲製狗牌"
62824AA2,"統計資料"
6287348C,"粉絲製狗牌"
6295D28A,"[BF1]加入您 E-Sport 隊伍的玩家數已達此比賽的上限。 | [BF4]加入你E-Sport隊伍的玩家數已達此比賽的上限。"
629682F3,"按下即可發射鉤爪"
629D0A4D,"警告"
62A62976,"使用BTR-90擊殺500人"
62AB9378,"BTR-90大師狗牌"
62C624D6,"使用M39增強型精確射手步槍擊殺500人"
62C798C2,"如玩家誤殺自己隊友達此數，該玩家會自動被踢出。"
