00044741,"無法連上《戰地風雲》的伺服器，無法取得伺服器資訊。請稍後再試。"
08DB7EB6,"工廠"
08DB7EB7,"鐵軌"
08DE661F,"UMP-45大師狗牌"
08EC64ED,"A"
08EC64EE,"B"
08EC64EF,"C"
08F1C3C9,""
08F57893,"中尉V"
08FC843C,"自由視角向左"
08FE0BA8,"解鎖GOL狙擊步槍"
0906A2F4,"9x21mm"
09075195,"讓玩家禁玩伺服器"
090FD5CC,"Yankee"
09190FF6,"LEGACY OPERATIONS"
092CF59B,"屋頂"
0931E61B,"本黃金戰鬥包已透過在Origin預購《戰地風雲4》數位豪華版解鎖成功！"
093999B8,"使用SV-98擊殺500人"
093A5AEB,"此玩家已不在任一小隊上"
093D55DA,"增加敵方瞄準系統鎖定你所需時間的特殊電鍍。"
093F03BA,"SV-98大師狗牌"
09408D0E,"代表牙買加的狗牌"
09450AB1,"中國崛起 爆破"
0945F710,"牙買加"
095C96B6,"你的小隊成員必須超過一名才能開始配對。"
0964B56F,"參與宣傳慶祝活動而定期頒發"
096A1F71,"慶祝狗牌"
096C5C60,"雪盲行動"
0970893E,"愛爾蘭佬：你什麼時候才要去申請晉升？"
0970893F,"派克：永遠不去。我是後援。我不是當小隊長的料。"
09708940,"愛爾蘭佬：派克，我一直在觀察你。尤其是這幾個星期。你已經準備好了。"
09708941,"派克：你真這麼想？"
09708942,"愛爾蘭佬：我看得出當指揮官的料。只是自己不能逃避。你只要看見我所看見的特質就行了。"
09708943,"派克：愛爾蘭佬，這話很受用。尤其是出自你口中。"
09708944,"愛爾蘭佬：媽的這可是實話。人總有一天會老。你不會希望到我這年紀還在做這種事。"
09708945,"派克：沒射門就絕不可能得分。"
09708946,"愛爾蘭佬：就是這道理。"
0970895E,"派克：那句是韋恩格雷茲基說的。"
0970895F,"愛爾蘭佬：哈哈哈，他是誰？"
09708960,"派克：韋恩格雷茲基是冰上曲棍球員。你沒聽過韋恩格雷茲基？"
09708961,"愛爾蘭佬：老兄，我是黑人。我不看冰上曲棍球的。"
09708962,"派克：老天。"
0975F858,"命中比率"
0977A05E,"以指揮官取得掃描獎勵10次"
09781D04,"伺服器租期已過！"
097AACD2,"DICE BATTLELOG SPECIAL THANKS"
097D0A60,"指揮官監控勳帶"
0985E07D,"玩家設定檔已損壞，無法載入，是否要重試？"
09860278,"在一回合內取得最高噴射機擊殺數"
098E2213,"快速部署"
09A5399B,"是否開始新戰役？"
09ABA614,"支援"
09BA2CC3,"樹下"
09CFA9E4,"改良過的機械結構可讓填裝武器的速度加快。"
09D5537D,"工地"
09DDC1CC,"40mm閃光彈會產生壓制閃光，暫時阻礙近距離內敵人的視線。"
09DFA88D,"西沙風暴"
09EA1C65,"單人模式專屬狗牌"
09EC527A,"屋頂"
09EF8667,"便裝狗牌"
0A0DAAB5,"選擇裝備"
0A2D2DE4,"關卡小任務"
0A3052E7,"退出指揮官位置也會讓你和伺服器的連線中斷。"
0A340356,"USAS-12 FLIR霰彈槍"
0A36C5F1,"MILITARY EQUIPMENT ADVISOR"
0A39FB54,"縮放模式下的圖示顯示度"
0A3E3E88,"上海之圍"
0A4B809C," "
0A4D65C0,"戰地風雲4"
0A500430,"RED PIPE PROJECT MANAGER"
0A509805,"切換配備1"
0A509806,"切換配備2"
0A5203C6,"完成小任務即可解開這種狗牌"
0A576DC8,"初級PDW防衛槍狗牌"
0A5D529F,"M320 3GL"
0A5D8E8C,"使用M60-E4擊殺500人"
0A5F51A0,"載具"
0A629A08,"獲勝回合數："
0A62F88E,"M60-E4大師狗牌"
0A6C080B,"代表赫德島及麥唐納群島的狗牌"
0A71720D,"赫德島及麥唐納群島"
0A808E57,""
0A80CF98,"代表坦尚尼亞的狗牌"
0A81F1CD,"協助擊殺數"
0A86399A,"坦尚尼亞"
0A880E1B,"本系統在啟用時會避免敵方系統鎖定你，並可在導彈重新填補前暫時誤導它。"
0A99C7D1,"搶攻"
0AA3B601,"愛爾蘭佬：這裡過不去。"
0AA3B602,"派克：退回大街上。"
0AA9AB11,"相對向後瞄準"
0AACACD2,"熱誘彈"
0AB3C9FB,"ARCHITECTURE"
0AB40242,"旗幟佔領"
0AB88341,"中場分數"
0AB89C12,"帝瑪：大門就在前面。"
0AB89C13,"帝瑪：快點。"
0AB89C14,"帝瑪：大門開了！動作快！"
0AB89C32,"帝瑪：然後嘛。主控室！"
0AB89C33,"愛爾蘭佬：瑞克，快點！我們趕快逃出這鬼地方！"
0AB89C34,"愛爾蘭佬：俄國佬看來有點本事！"
0AB89C35,"帝瑪：等我們先逃出去了再聊天！"
0AB89C36,"愛爾蘭佬：俄國兵，你說什麼都好。"
0AB89C37,"愛爾蘭佬：那些混蛋把大門關上了！"
0AB89C38,"愛爾蘭佬：這下我們怎麼出去？！"
0AB89C39,"帝瑪：別緊張！先淨空本區！"
0AB89C3A,"愛爾蘭佬：淨空！然後呢？"
0AB89C3B,"愛爾蘭佬：主控室？！在那裡？！"
0AB89C53,"帝瑪：在大門旁邊！"
0AB89C54,"帝瑪：中士！你看！"
0AB89C55,"帝瑪：美國人別擔心。我能搞定。"
0AB89C56,"帝瑪：快點快點，我們走！"
0AB89C57,"愛爾蘭佬：瑞克，主控室！"
0AB89C58,"帝瑪：美國人，快過來！"
0AB89C59,"愛爾蘭佬：這裡是什麼鬼地方？"
0AB89C5A,"帝瑪：出口在附近。"
0AB89C5B,"愛爾蘭佬：瑞克，小心。我掩護你。"
0ADF4C16,"你可以從環境找出武器或透過完成小任務來解鎖更多武器。  武器一旦取得後，隨時可從任何武器箱拿出來。  站在武器箱旁邊將為你補充彈藥。"
0AE0D8BA,"火箭彈"
0AE4B618,"蒐集到武器"
0AED3F02,"祖尼"
0AFAD122,"透過戰鬥包取得"
0AFCA48C,"學院"
0AFE0FE4,"大兵，看看你自己是什麼階級！你必須是小隊長才能下此指令。"
0AFFC849,"以PDW擊殺 200 人"
0AFFC84A,"以火箭炮擊殺 75 人"
0AFFC84B,"以火箭炮摧毀 50 台載具"
0AFFC84C,"以地雷炸毀 25 台載具"
0AFFC84D,"執行 100 次修理"
0AFFC84E,"使用維修工具或拆彈機械手摧毀 10 台載具"
0B003B24,"戰鬥包7狗牌"
0B013EE4,"小隊防衛指令獎勵"
0B04CE1E,"奪旗"
0B08373D,""
0B107FEA,"可見性"
0B12DCF4,"榴彈"
0B1A4244,"已啟動伺服器"
0B1EDB43,"上將IX"
0B219A55,"欲上傳自訂的伺服器標誌，請至battlelog.battlefield.com。"
0B25A7E3,"雷射導引"
0B291559,"EA LOCALIZATIONS"
0B2B3FF3,"派克：看來他們的飛機還沒起飛。"
0B2B3FF4,"漢娜：瑞克，我們不能冒險再拖下去了。"
0B2B3FF5,"愛爾蘭佬：老百姓，這種事我們來擔心就好了。"
0B2B3FF6,"漢娜：我有任務在身。就跟你一樣。"
0B2B3FF7,"愛爾蘭佬：你有什麼任務？你只是跟屁蟲。"
0B2B3FF8,"漢娜：你們剛才需要多個人手的時候你就沒說哪裡不好。"
0B2B3FF9,"愛爾蘭佬：我從來沒要你來。"
0B2B3FFA,"漢娜：愛爾蘭佬，這你自己去面對事實。"
0B2B3FFB,"愛爾蘭佬：我這就是在面對。就算現在只有我，但是時間一久就不一樣了。"
0B2B4013,"漢娜：我從頭到尾只有幫忙。"
0B2B4014,"愛爾蘭佬：對，對你有利你才幫。"
0B2B4015,"漢娜：你到底知不知道自己在說什麼？"
0B2B4016,"愛爾蘭佬：清楚得很。"
0B2B4017,"派克：你們兩個最好閉嘴。"
0B2E24BE,"使用CBJ-MS擊殺500人"
0B338EC0,"CBJ-MS大師狗牌"
0B372089,"有了！我們走那些隧道就能去另一邊。"
0B37208A,"看見底下的坦克沒有？那麼多士兵？這下子麻煩了。"
0B37208B,"你還以為會很輕鬆嗎？"
0B37208C,"媽的！那個就算解決了…"
0B494BCE,"從現在起將安裝磁碟2的所有內容到你的儲存裝置。需要{0:s}GB。有{1:s}GB可用。此步驟可能需要一點時間。"
0B4AA134,"上尉"
0B4D5BD7,"新手伺服器僅允許排名第10或以下的玩家假日。最好先學習竅門，然後再去面對經驗更豐富的玩家。"
0B4F30A2,"快速遊戲"
0B5331CA,"炸彈在你的隊伍手上！"
0B533449,"解鎖DPM6迷彩"
0B5732E7,"下管式配件"
0B593B8E,"GLOBAL IT SOFTWARE ENGINEERS"
0B59D139,"你已將伺服器類型設定為私人。私人伺服器受密碼保護，請輸入伺服器密碼。"
0B6B08B8,"小隊擊殺"
0B6B3B3A,"草地變色"
0B6CD7F1,"戰場升級裝甲圖示"
0B708025,"無法加入遊戲。請檢查網路連線後再試一次。"
0B8EC259,"使用JNG-90擊殺500人"
0B942C5B,"JNG-90大師狗牌"
0B95B5AF,"代表日本的狗牌"
0B9A25CB,"「龍之獠牙」征服"
0B9B1FB1,"日本"
0B9CD86A,"擊殺"
0BA1A873,"隊伍目標"
0BB928CC,"公路霸主"
0BC26DCF,"派克：想想瓦爾基麗號上那些人－你救過的那些人。"
0BC26DD0,"派克：他們就靠我們了。"
0BC5B1DF,"愛爾蘭佬：科維特，你打算告訴我們那些人到底為了什麼重要東西會跑來搜沉船嗎？"
0BC5B1E0,"科維特：專心進行任務。我們是來取航程紀錄器，不是來滿足你的好奇心。"
0BC5B1E1,"愛爾蘭佬：隨便你。瑞克，我們乾脆走吧。"
0BC5C7B1,"快速訊息"
0BC965B8,"鎖定地面載具的反坦克導彈發射器。彈頭從任何角度攻擊均可對裝甲造成中度破壞。發射器在飛彈擊中目標前必須保持鎖定狀態。"
0BCCC8FF,"以指揮官身分使用10次補給箱"
0BCF598A,"高解析度下的抬頭顯示大小"
0BD23301,"指揮官重新補給勳帶"
0BD77933,"配備一"
0BD77934,"配備二"
0BEDA717,"戰地風雲4：再次進擊"
0BF69B60,"管理員玩家失敗"
0BFF4A31,"反坦"
0C019CF2,"{0:~},{1:~}"
0C01C343,"愛爾蘭佬：加里森知道船上有誰，對吧？漢娜。"
0C0882FE,"設定伺服器"
0C08C926,"設定玩家的垂直視野角度。僅會影響多人遊戲。"
0C104339,"載具裝備"
0C22C4F5,"護甲"
0C240737,"反轉Y軸。"
0C255A8E,"媽的我們準備死在這裡了…"
0C255A8F,"我們團結一致就一定死不了。"
0C25B9D4,"隊伍"
0C25B9D5,"奪取飛彈陣地即可發射飛彈"
0C25B9D6,"飛彈自動發射並破壞對手航母"
0C25B9D7,"敵人"
0C25B9D8,"飛彈陣地可由兩隊同時奪取"
0C25B9D9,"航母破壞程度達50%時即算攻破並將出現新目標"
0C25B9DA,"啟動並防衛目標即可在航母中推進"
0C25B9DB,"目標可被敵人拆解"
0C25B9DC,"你的隊伍獲勝"
0C28E978,"鱷魚"
0C2EF6B7,"選擇在遊戲內顯示依遊戲模式而異的訊息。"
0C35DFC0,"瞄準輔助減速"
0C3C6183,"再次進擊 消滅"
0C3F4506,"單人模式專屬狗牌"
0C44AF08,"巨齒鯊狗牌"
0C51A8F3,"M320 3GL"
0C56AFCF,"營地"
0C56EB5A,"通訊設施"
0C625AF5,"設定裝飾品質。提高設定值可能會降低效能。"
0C6B069E,"更改各種抬頭顯示遊戲元素的顯示度。"
0C6EA013,"英文 - 澳洲"
0C6EA0C6,"英文 - 英國"
0C6EA2A5,"英文 - 美國"
0C715E7A,"西班牙文 - 西班牙"
0C715F87,"西班牙文 - 墨西哥"
0C77409E,"向右瞄準"
0C82EA46,"法文 - 加拿大"
0C82EABA,"法文 - 法國"
0C86024B,"取得指揮權"
0C881838,"前視紅外線偵察器"
0C89D78A,"紅外線夜視鏡"
0C8CFE9A,"多人模式解鎖"
0C931D50,"60Hz"
0CA8D344,"在一回合內取得最高載具摧毀數"
0CAC3271,"颶風攔截"
0CB143B4,"戰隊"
0CB2B72D,"取得奪旗勤務之星"
0CB634E9,"修復中"
0CB8212F,"奪旗狗牌"
0CB9A2D7,"救助"
0CC130AC,"代表教廷（梵蒂岡城國）的狗牌"
0CC40B7B,"長方秋天"
0CC558ED,"《戰地風雲4》是我們十多年來積極堅持為粉絲帶來最深入最動態的線上多人遊戲的心血結晶。我們充份享受了這遊戲的創作過程，希望你也玩得一樣開心。  我們照例會長期支援我們旗下遊戲，也十分希望你能提供意見。有空請上Battlelog討論區讓我們知道你的想法。我們隨時候教。  感謝你來玩遊戲！ /DICE團隊"
0CC69AAE,"教廷（梵蒂岡城國）"
0CCE3E4F,""
0CD16950,"原子沙漠"
0CD71288,"收到指令"
0CE1E55D,"-. Placeholder .-ACE 21 CQB-. Placeholder .-"
0CE1E55F,"-. Placeholder .-ACE 23-. Placeholder .-"
0CE1E5C1,"-. Placeholder .-ACE 52 CQB-. Placeholder .-"
0CE1E5C2,"-. Placeholder .-ACE 53 SV-. Placeholder .-"
0CEE8A8A,"獲勝回合"
0CEFB8CA,"草地海軍"
0CF2D211,"派克：放下武器！"
0CF2D212,"派克：瑞克，真是的。我差點對你開槍了。"
0CF2D213,"派克：你把跟蹤的人甩了。"
0CF2D214,"鄧恩：派克，放輕鬆點。你跑去哪裡了？"
0CF2D215,"派克：交接過程出了差錯以後，我就直接來了這裡。"
0CF2D216,"鄧恩：小子，深呼吸幾次。你拿到情報了嗎？"
0CF2D217,"派克：對，拿到了。"
0CF2D218,"鄧恩：幹得好。"
0CF2D219,"鄧恩：媽的，已經天亮了，我們得趕去撤離點。"
0CF2D231,"派克：我以為他跟你在一起。"
0CF2D232,"鄧恩：我要恢復無線電通訊。墓碑3，這裡是墓碑隊長，你在哪裡？"
0CF2D233,"愛爾蘭佬：墓碑隊長，正從北方回去。邊開火邊接近中！"
0CF2D234,"派克：媽的。"
0CF2D235,"愛爾蘭佬：你會罩我？"
0CF2D236,"鄧恩：愛爾蘭佬，清楚收到。我們罩你。瑞克，整裝待命！"
0CF2D237,"鄧恩：就窗邊位置！我們得掩護愛爾蘭佬！"
0CF439B6,"在一回合內取得最高準度"
0CFC2902,"設為「是」，你便能自訂遊戲規則，例如「限用刀」。"
0CFDCC03,"治療"
0D0DC4B3,"帝瑪：快進來！"
0D0DC4B4,"帝瑪：在哪裡？"
0D0DC4B5,"帝瑪：好，很好。這樣好。"
0D0DC4B6,"帝瑪：我腦中想這一天想了很久很久。"
0D0DC4B7,"愛爾蘭佬：這下最好是有好事。"
0D0DC4B8,""
0D0DC4B9,"愛爾蘭佬：他在說什麼鬼話？"
0D0DC4BA,"帝瑪：有直升機！我需要時間處理閘門。"
0D0DC4BB,""
0D0DC4D3,""
0D0DC4D4,"愛爾蘭佬：瑞克，快點。"
0D0DC4D5,"愛爾蘭佬：這情況真夠混亂了。"
0D0DC4D6,"帝瑪：擋住他們！"
0D111A98,"電梯按鈕"
0D3675D5,"擊殺"
0D38B24A,"「龍之獠牙」連線"
0D3E039A,"SYSTEMS ENGINEERING"
0D472EC5,"SENIOR DEVELOPMENT DIRECTOR"
0D4FF9C3,"透過戰鬥包取得"
0D54EAE1,"恭喜你已成功移轉統計資料！"
0D5563C5,"戰鬥包8狗牌"
0D55E735,""
0D5C224B,"EA GLOBAL IT MANAGER MANAGED HOSTING"
0D7403E4,"上將X"
0D7761B0,"草地都會"
0D796805,"Y軸視點"
0D7D83BD,"嚴重損害"
0D7F03B1,"著火"
0D806894,"漢娜：不管你們在想什麼，動作都要快。我們得趕去那個目標。"
0D806895,"愛爾蘭佬：軍人的事你讓我們來就好了。聽見了沒有？"
0D806896,"漢娜：冷靜點。"
0D806897,"愛爾蘭佬：我冷靜得很，這樣子根本不算什麼。對，這老百姓很聰明，真的很聰明。"
0D806898,"漢娜：我有名字叫漢娜。"
0D806899,"愛爾蘭佬：當然是了。這點只有科維特能確認，而他已經死了。"
0D80689A,"派克：愛爾蘭佬，人家都死了。別把他扯進來。"
0D80689B,"愛爾蘭佬：人家會死是為了救她和她老公。更別提還有鄧恩。科維特一直沒把那些什麼VIP的鬼話說清楚。"
0D80689C,"漢娜：情況一點都沒變。我丈夫仍然需要保護。所以看你要不要繼續進行計劃。"
0D8068B4,"愛爾蘭佬：他在我眼中才不是VIP，你也不是。而且你如果真的那麼重要，怎麼會跑來這裡？派克，你沒想過這點嗎？我們難道不該……把她關起來嗎？"
0D8068B5,"派克：老兄，我這種層級管不到那種事。"
0D8068B6,"漢娜：愛爾蘭佬，我是來幫你們的。"
0D8068B7,"愛爾蘭佬：哈！讓你這小姑娘來幫忙？真是見鬼了。"
0D8068B8,"漢娜：愛爾蘭佬，停火。"
0D8068B9,"愛爾蘭佬：停火？這種說法你又是哪裡聽的？你媽教你的？"
0D8068BA,"漢娜：愛爾蘭佬，你有點過份了。"
0D8068BB,"愛爾蘭佬：我就是故意要這樣。我要逼你托出全盤真相來，讓大家都看得出我發現的事情。"
0D834D5F,"使用PDW-R防衛槍擊殺500人"
0D878EEE,"未知"
0D883423,"警告"
0D88B761,"PDW-R防衛槍大師狗牌"
0D8C4907,"快看！你們看！路對面那些建築物裡面！"
0D8C4908,"在加油站附近小心點。"
0D8C4909,"別離角落太近。"
0D8C490A,"我看見樓上樓下有動靜。"
0D8C490B,"他們來了！"
0D8C490C,"有援軍。"
0D8C490D,"大家都準備好了嗎？"
0D8C490E,"小心！另一邊有坦克！俄國坦克！"
0D8C490F,"沒錯，俄國混蛋支持張將軍。我們巴庫的情報正確。"
0D8C4927,"什麼情報？"
0D8C4928,"鄧恩就是為此犧牲。"
0D8C4929,"媽的他們那邊是什麼東西？！"
0D8C492A,"沒什麼我們殺不死的！"
0D8C492B,"這麼說才對嘛！"
0D964A96,"橋樑"
0D9FC9D5,"上尉II"
0DA85CEA,"解鎖滋滋脆皮狗牌"
0DB9E84C,"時間"
0DBD38E9,"縮放模式時，針對友軍士兵與友軍載具，變更玩家世界圖示 (名稱、距離等) 的資訊部分之顯示度。"
0DBF3EDA,"否"
0DBF3EF7,"確定"
0DC3FD12,"分數"
0DC845D5,"技巧值"
0DCA3858,"預設"
0DCDD883,"颶風攔截"
0DDBE1F2,"PLATFORM LEAD"
0DE3EAFA,"使用338-RECON擊殺500人"
0DE954FC,"338-RECON大師狗牌"
0DEADE50,"代表澤西島的狗牌"
0DEB9A5D,"Haggard"
0DF04852,"澤西島"
0DF2C02C,"EA LOCALIZATION VOICE ACTORS"
0DF2D758,"繩橋"
0DF8B12E,"EA GLOBAL MARKETING GROUP VICE PRESIDENT"
0E0D876A,"PROGRAM MANAGER"
0E1ADA80,"愛爾蘭佬：那些人大多來這裡也只是職責所在－這下看他們是什麼下場。"
0E1ADA81,"科維特：大家加入時都很清楚後果。"
0E1ADA82,"愛爾蘭佬：那些全是廢話，你也清楚得很。"
0E1ADA83,"派克：我不想落得那種死法。"
0E1ADA84,"愛爾蘭佬：我看他們全都不想落得那種死法。"
0E21F1A0,"以指揮官身分發佈的命令被達成了10次"
0E275BA2,"指揮官權威勳帶"
0E2E2212,"進度"
0E3AD5AF,"切換裝備"
0E3F935C,"你已經從驟死戰中被淘汰！"
0E4244E1,"蹲下不但提升命中率也讓你變得較難被打中。你可以持續蹲下或切換。欲蹲下請按下："
0E435742,"被伺服器禁玩"
0E4FFA77,"愛爾蘭佬：媽的…"
0E4FFA78,"派克：老天爺…"
0E4FFA79,"愛爾蘭佬：搞什麼？"
0E4FFA7A,"派克：這是怎麼回事？快解體了。"
0E4FFA7B,"愛爾蘭佬：老天？！"
0E4FFA7C,"派克：愛爾蘭佬…嗯…"
0E4FFA7D,"愛爾蘭佬：派克，不可能。不可能有這種鬼事。"
0E4FFA7E,"派克：愛爾蘭佬，又回來了。"
0E4FFA7F,"愛爾蘭佬：媽的我們該怎麼辦？"
0E4FFA97,"派克：穩住啊各位……哇！"
0E4FFA98,"愛爾蘭佬：搞什麼鬼！媽的！"
0E4FFA99,"派克：快點！"
0E55A052,"RFB戰鬥步槍"
0E5F7E71,"邀請好友"
0E6361B3,".40 SW"
0E66A14E,"IMAGINATION STUDIOS ASSISTANT PRODUCER"
0E67FBF9,"AMR-2 CQB狙擊步槍"
0E68257D,"AMR-2 MID狙擊步槍"
0E6D8FCC,"正在儲存玩家設定檔，請不要關閉系統。"
0E6DE3EA,"連接EA Online逾時。你的網路頻寬或速度可能沒有達到《戰地風雲4》的需求。"
0E727520,"以指揮官加入"
0E8405F0,"EA LOCALIZATION AUDIO CAPTURE"
0E8BCF57,"殺人機器"
0E8E75D9,"更改在縮放模式時，敵人士兵與敵人載具，玩家世界圖示生命值血條的顯示度。"
0E946DA7,"單人模式專屬狗牌"
0E95AFB2,"敵方摧毀我方目標"
0E99D7A9,"浪頭王狗牌"
0EA18E90,"“PlayStation” is a registered trademark of Sony Computer Entertainment Inc. “PS4” and \"\"PS3\"\" are trademarks of the same company."
0EAACC25,"輸入的電郵或密碼無效"
0EAC5259,""
0EB32815,"爆炸性強範圍小的40mm榴彈，可攻擊成群步兵和輕型載具。"
0EB3683C,"全新個人紀錄"
0EBA7F55,"射擊訓練（9/10）"
0EC05AA4,"無法建立小隊"
0EC1D85B,"瞄準距離"
0EC32ED3,"《戰地風雲4：龍之獠牙》資料片"
0EC7AF18,"封包遺失"
0ECBD056,"密碼："
0ED31560,"引爆炸彈"
0EDA9B24,"拾起蒐集品"
0EEC64CB,"重生時間百分比"
0EFCC420,"摧毀載具數"
0EFE61D7,"PLR SOLDIER 2 IRANIAN CIVILIAN"
0F028F47,"正在進行"
0F0472D6,""
0F0DDB95,"AKU-12卡賓步槍"
0F16594D,"代表宏都拉斯的狗牌"
0F1BC34F,"宏都拉斯"
0F1DD93D,"射擊訓練（4/10）"
0F2AEF6E,"從遠處提供非直接火力。"
0F2CF220,"CBJ-MS衝鋒槍"
0F2E2FA9,"發射無聲火箭砲。可鎖定雷射指定目標來發射導引火箭。"
0F2EAEA1,"發射一般飛彈。可鎖定雷射指定目標來發射射後不理能力導彈。"
